Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Flags,This African country's flag resembles the U.S. flag with 11 stripes & 1 star,Liberia,Chuck Geneslaw,False,False,$500,False,21,Show #2079,"Thursday, September 23, 1993",Jeopardy! Round
Italian 101,"For a nice tie or blouse, look for one made of seta, which is this",silk,Tim Sheehan,False,False,$500,False,29,Show #2079,"Thursday, September 23, 1993",Jeopardy! Round
Memoirs,"""Life on the Mississippi""",Samuel Clemens (Mark Twain),Tim Sheehan,False,False,$200,False,1,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Rock Trivia,He formed the Plastic Ono Band before the Beatles broke up,John Lennon,Dave Osborne,False,False,$200,False,2,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Recent History,In 1992 Arizona voters approved a January state holiday to honor this late civil rights leader,Martin Luther King,Dave Osborne,False,False,$200,False,10,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Magazines,"In names of quite dissimilar magazines, this word stands alone or follows ""Soldier of""",Fortune,Tim Sheehan,False,False,$200,False,15,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Theatre,"Vladimir & Estragon were ""Waiting for"" him",Godot,Chuck Geneslaw,False,False,$200,False,19,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Kings & Queens,"Napoleon's second wife, Marie Louise, was a niece of this French queen",Marie Antoinette,Chuck Geneslaw,False,False,$200,False,26,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Memoirs,"""Hamp: An Autobiography""",Lionel Hampton,Dave Osborne,False,False,$400,False,3,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Rock Trivia,Bobby Darin wrote this 1958 hit in about 10 minutes; we don't know if he was in the bath,"""Splish Splash""",Dave Osborne,False,False,$400,False,7,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Recent History,"On Oct. 15, 1991 he was confirmed by a 52-48 vote to replace Thurgood Marshall on the Supreme Court",(Clarence) Thomas,Dave Osborne,False,False,$400,False,11,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Magazines,"Appropriately, the spring 1993 cover of Cigar Aficionado featured this Marx brother",Groucho,Tim Sheehan,False,False,$400,False,16,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Theatre,"This Frenchman whose name is often followed by ""Pere"" liked to cast his mistresses in his plays",(Alexandre) Dumas,Dave Osborne,False,False,$400,False,22,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Kings & Queens,This current king is descended from King Ferdinand II & Queen Isabella,Juan Carlos,Tim Sheehan,False,False,$400,False,27,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Memoirs,"""Me: Stories of My Life""",Katharine Hepburn,Dave Osborne,False,False,$600,False,4,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Rock Trivia,"This Bobby ""Boris"" Pickett song was the No. 1 hit on Halloween in 1962","""Monster Mash""",Tim Sheehan,False,False,$600,False,8,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Recent History,In 1991 Rev. George L. Carey was enthroned as 103rd Archbishop of this & leader of the Church of England,Canterbury Cathedral (Archbishop of Canterbury),Tim Sheehan,False,False,$600,False,12,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Magazines,A man named Malcolm was its editor-in-chief from 1954-1990,Forbes,Tim Sheehan,False,False,$600,False,17,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Theatre,"The 1927 comedy ""The Royal Family"" was inspired by this ""Royal Family of the American Stage""",Barrymores,Dave Osborne,False,False,$600,False,23,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Kings & Queens,"Constantine I of this country went into exile in 1917, was recalled in 1920 & was exiled again in 1922",Greece,Chuck Geneslaw,False,False,$600,False,28,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Memoirs,"""Blind Ambition""",John Dean,Dave Osborne,False,False,$800,False,5,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Rock Trivia,"Frankie Lymon was only 13 when he posed this question, his biggest hit","""Why Do Fools Fall in Love""",,True,False,$800,False,9,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Recent History,Scores died when an El Al cargo jet crashed into an apartment complex in this country in 1992,Netherlands,Tim Sheehan,False,False,$800,False,13,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Magazines,"This Cosmopolitan editor-in-chief calls her monthly column ""Step Into My Parlor""",Helen Gurley Brown,Dave Osborne,False,False,$800,False,18,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Theatre,"This urbane Englishman wrote about a weekend in the country in the 1925 comedy ""Hay Fever""",Noel Coward,Dave Osborne,False,False,"$1,000",True,24,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Kings & Queens,"Geraldine Apponyi, the 1st queen of American descent, was married to King Zog I of this country",Albania,,True,False,$800,False,29,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Memoirs,"""Beloved Infidel""",Sheilah Graham,,False,False,"$1,000",True,6,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Rock Trivia,In the 1960s the Surfaris rode the wave of success twice with this instrumental,"""Wipe Out""",Tim Sheehan,False,False,$1000,False,20,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Recent History,In Feb. 1992 a Brazilian court ordered a new trial in the murder of this environmental leader,"Francisco ""Chico"" Mendes",,True,False,$1000,False,14,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Magazines,"This host of TV's ""Wild Kingdom"" is on the editorial advisory board of ZooLife",Jim Fowler,Dave Osborne,False,False,$1000,False,21,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Theatre,"He wrote ""The Dumb Waiter"" in 1957 & ""The Caretaker"" in 1960",Harold Pinter,,True,False,$1000,False,25,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
Kings & Queens,He united the houses of Lancaster & York by marrying Elizabeth of York in 1486,Henry VII (Henry Tudor),,True,False,$1000,False,30,Show #2079,"Thursday, September 23, 1993",Double Jeopardy! Round
1967,On February 2 Walt Disney Productions announced plans to build a glass-domed city in this state,Florida,Dave Osborne,False,False,$100,False,6,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Tv Roles,"George Russell, Barnaby Jones & Jed Clampett",Buddy Ebsen,Dave Osborne,False,False,$100,False,1,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Business & Industry,"To make him a real hip dude, Mattel has added one of these to the Ken doll's head",earring,,True,False,$100,False,14,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Storms,"The name of this storm comes from the Latin tonare, ""to thunder"" & tornare, ""to turn""",tornado,Don Smolen,False,False,$100,False,25,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Red-Letter Days,File this: These office workers are honored with a special day on or around April 25,secretaries,Ferris Fletcher,False,False,$100,False,11,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Oklahoma,You can see these pumps operating around the grounds of the state capitol,oil pumps,Dave Osborne,False,False,$100,False,19,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
1967,An August 16 editorial in Pravda called for the overthrow of this Chinese party chairman,Mao Tse-tung,Ferris Fletcher,False,False,$200,False,7,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Tv Roles,"Sally Burton, Sister Bertrille & Gidget",Sally Field,Dave Osborne,False,False,$200,False,2,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Business & Industry,In 1993 this spray lubricant turned as old as the number in its name—40,WD-40,Dave Osborne,False,False,$200,False,15,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Storms,A cyclone in the northern hemisphere usually turns in this direction,counterclockwise,Dave Osborne,False,False,$200,False,26,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Red-Letter Days,"It's how we usually refer to June 6, 1944",D-Day,Dave Osborne,False,False,$200,False,12,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Oklahoma,It's the scissor-tailed flycatcher,state bird,Don Smolen,False,False,$200,False,20,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
1967,On March 7 this Teamsters president began an 8-year jail sentence,Jimmy Hoffa,Dave Osborne,False,False,$300,False,8,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Tv Roles,"Amanda Cartwright, Dorothy Zbornak & Maude Findlay",Beatrice Arthur,Dave Osborne,False,False,$300,False,3,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Business & Industry,In 1853 Henry Lomb joined this man to found an optical company,(John Jacob) Bausch,Dave Osborne,False,False,$300,False,18,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Storms,"For 1993 in the Atlantic, names proposed for these include Arlene, Bret & Cindy",hurricanes,Don Smolen,False,False,$300,False,27,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Red-Letter Days,Yom Kippur is also known as the Day of this,Atonement,Don Smolen,False,False,$300,False,13,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Oklahoma,"The state didn't repeal this until 1959, years after the USA's 18th amendment was repealed",prohibition,Don Smolen,False,False,$300,False,21,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
1967,"Lester Pearson, this country's PM, wrote an article on its centennial for an encyclopedia yearbook",Canada,Ferris Fletcher,False,False,$400,False,9,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Tv Roles,"Jim Sinclair, Jason McCord & Lucas McCain",Chuck Connors,Ferris Fletcher,False,False,$400,False,4,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Business & Industry,"The novel ""Love Over Good"" is based on the brewing romance in this coffee's commercial",Taster\'s Choice,,True,False,$400,False,23,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Storms,In severe storms these can be the size of baseballs,hailstones,Dave Osborne,False,False,$400,False,28,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Red-Letter Days,In 1990 festivities for the 20th anniversary of this day included litter clearing & recycling drives,Earth Day,Don Smolen,False,False,$400,False,16,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Oklahoma,In 1907 the Oklahoma Territory & this Territory joined to become a state,Indian Territory,,True,False,$400,False,22,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
1967,On May 19 U.S. planes bombed the center of this capital city for the first time,Hanoi,Ferris Fletcher,False,False,$500,False,10,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Tv Roles,"Jill Danko, Sabrina Duncan & Amanda King",Kate Jackson,Dave Osborne,False,False,$500,False,5,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Business & Industry,Hilton is this state's largest private employer,Nevada,,False,False,$500,True,24,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Storms,This begins with a stepped leader that extends down from a cloud,lightning,Ferris Fletcher,False,False,$500,False,29,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Red-Letter Days,It's the day on which a particular saint is honored; St. Luke's is October 18,feast day,,True,False,$500,False,17,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Oklahoma,This president's saddle is on display at the Woolaroc Museum north of Tulsa,Teddy Roosevelt,,True,False,$500,False,30,Show #2080,"Friday, September 24, 1993",Jeopardy! Round
Scientists,In 1883 this telephone inventor founded the magazine Science,(Alexander Graham) Bell,Dave Osborne,False,False,$200,False,1,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Novels,George Orwell set this 1949 novel only 35 years in the future,1984,Dave Osborne,False,False,$200,False,22,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
World Cities,The Banqueting House is almost all that remains of this city's Whitehall Palace,London,Ferris Fletcher,False,False,$200,False,15,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Cooking Terms,"When you fillet something, you remove these",bones,Don Smolen,False,False,$200,False,8,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Historic Quotations,"In 1862 he told the Confederates, ""No terms except an unconditional and immediate surrender can be accepted""",Grant,Ferris Fletcher,False,False,$200,False,21,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Oklahoma!,"The first professional song Richard Rodgers wrote with this man was used in ""Oklahoma!""",(Oscar) Hammerstein,Ferris Fletcher,False,False,$200,False,2,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Scientists,"From 1592 to 1610, he served as professor of mathematics at the University of Padua",Galileo,Ferris Fletcher,False,False,$400,False,4,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Novels,"The narrator of this Mark Twain novel mistakes Camelot for Bridgeport, Connecticut",A Connecticut Yankee in King Arthur\'s Court,Ferris Fletcher,False,False,$400,False,27,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
World Cities,A Venezuelan ciudad on the Orinoco was named after this South American revolutionary leader,Bolivar,Ferris Fletcher,False,False,$400,False,16,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Cooking Terms,"Meuniere, which most often applies to fish, means fried in this",butter,Ferris Fletcher,False,False,$400,False,9,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Historic Quotations,"British duke who wrote, ""Nothing except a battle lost can be half so melancholy as a battle won""",Wellington,Don Smolen,False,False,$400,False,23,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Oklahoma!,"The show tried out in 1943 under this title; Jackie Gleason later used it as an exit line following ""And""",Away We Go,Don Smolen,False,False,$400,False,3,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
Scientists,He discovered that harmful bacteria in wine could be destroyed by heating it to high temperatures,(Louis) Pasteur,Don Smolen,False,False,$600,False,13,Show #2080,"Friday, September 24, 1993",Double Jeopardy! Round
